ID	TCGA-AA-3660-11A-01R-1723-07	TCGA-AA-3522-11A-01R-A32Z-07	TCGA-AA-3511-11A-01R-1839-07	TCGA-A6-2680-11A-01R-A32Z-07	TCGA-AA-3712-11A-01R-1723-07	TCGA-AZ-6603-11A-02R-1839-07	TCGA-A6-2678-11A-01R-A32Z-07	TCGA-AZ-6599-11A-01R-1774-07	TCGA-AA-3655-11A-01R-1723-07	TCGA-A6-5665-11A-01R-1653-07	TCGA-AA-3527-11A-01R-A32Z-07	TCGA-A6-2686-11A-01R-A32Z-07	TCGA-AA-3496-11A-01R-1839-07	TCGA-AA-3514-11A-01R-A32Z-07	TCGA-A6-5659-11A-01R-1653-07	TCGA-AZ-6600-11A-01R-1774-07	TCGA-AA-3663-11A-01R-1723-07	TCGA-A6-2684-11A-01R-A32Z-07	TCGA-AA-3662-11A-01R-1723-07	TCGA-A6-2675-11A-01R-1723-07	TCGA-A6-2679-11A-01R-A32Z-07	TCGA-A6-5667-11A-01R-1723-07	TCGA-AA-3531-11A-01R-A32Z-07	TCGA-A6-2671-11A-01R-A32Z-07	TCGA-AA-3713-11A-01R-1723-07	TCGA-AA-3520-11A-01R-A32Z-07	TCGA-A6-2682-11A-01R-A32Z-07	TCGA-AZ-6601-11A-01R-1774-07	TCGA-AZ-6605-11A-01R-1839-07	TCGA-A6-5662-11A-01R-1653-07	TCGA-AZ-6598-11A-01R-1774-07	TCGA-AA-3525-11A-01R-A32Z-07	TCGA-AA-3489-11A-01R-1839-07	TCGA-AA-3517-11A-01R-A32Z-07	TCGA-AA-3518-11A-01R-1672-07	TCGA-AA-3697-11A-01R-1723-07	TCGA-AA-3534-11A-01R-A32Z-07	TCGA-A6-2685-11A-01R-A32Z-07	TCGA-A6-2683-11A-01R-A32Z-07	TCGA-CM-6169-01A-11R-1653-07	TCGA-AA-3697-01A-01R-1723-07	TCGA-A6-A56B-01A-31R-A28H-07	TCGA-A6-5659-01A-01R-1653-07	TCGA-AA-3930-01A-01R-1022-07	TCGA-DM-A1DA-01A-11R-A155-07	TCGA-CK-6747-01A-11R-1839-07	TCGA-AA-3851-01A-01R-1022-07	TCGA-D5-5538-01A-01R-1653-07	TCGA-AA-3858-01A-01R-0905-07	TCGA-AA-3833-01A-01R-0905-07	TCGA-AA-3812-01A-01R-0905-07	TCGA-AD-6548-01A-11R-1839-07	TCGA-AM-5820-01A-01R-1653-07	TCGA-CM-5344-01A-21R-1723-07	TCGA-AZ-6603-01A-11R-1839-07	TCGA-D5-6926-01A-11R-1928-07	TCGA-AZ-5407-01A-01R-1723-07	TCGA-AA-3870-01A-01R-1022-07	TCGA-A6-5666-01A-01R-1653-07	TCGA-AA-A01F-01A-01R-A002-07	TCGA-AA-A01S-01A-21R-A083-07	TCGA-AA-3713-01A-21R-1723-07	TCGA-CA-5797-01A-01R-1653-07	TCGA-NH-A5IV-01A-42R-A37K-07	TCGA-D5-6531-01A-11R-1723-07	TCGA-G4-6304-01A-11R-1928-07	TCGA-AA-3548-01A-01R-1873-07	TCGA-AY-4071-01A-01R-1113-07	TCGA-D5-6924-01A-11R-1928-07	TCGA-A6-2681-01A-01R-1410-07	TCGA-A6-2679-01A-02R-1410-07	TCGA-CM-5868-01A-01R-1653-07	TCGA-CM-6167-01A-11R-1653-07	TCGA-G4-6626-01A-11R-1774-07	TCGA-AA-3815-01A-01R-1022-07	TCGA-AA-3869-01A-01R-1022-07	TCGA-AA-3495-01A-01R-1410-07	TCGA-3L-AA1B-01A-11R-A37K-07
CELSR1	0.6315	0.3749	1.9108	0.1182	0.5015	1.4573	0.3789	0.7463	0.6035	0.4538	0.2949	0.2315	0.2794	0.2072	0.236	0.4845	0.3793	0.2447	2.0467	0.5026	0.391	1.0397	0.3434	0.2508	0.089	0.3282	0.6054	0.9711	0.2177	0.4247	0.4193	0.3784	0.502	0.6213	0.3063	0.4895	0.6786	0.8126	0.3493	1.8018	1.8001	2.6734	2.4536	0.3341	0.7355	2.261	1.5204	1.8073	2.032	3.0748	2.732	7.4203	0.4688	4.1088	5.0055	6.708	1.2202	2.9236	0.4404	8.0774	6.3506	0.3308	1.2789	1.4216	3.4166	5.029	1.1961	3.9383	3.461	3.6019	1.6637	1.6667	3.0615	4.2081	1.4257	1.0986	2.8913	3.2971
MAP1B	0.7744	1.5139	1.5755	2.5621	1.7582	7.4843	2.8294	6.018	1.1506	2.1243	2.6355	1.545	6.1785	1.0194	2.5396	2.8836	4.3831	0.5506	1.1475	6.2359	2.8641	1.7677	1.1796	1.783	0.9551	1.7848	0.723	4.5099	8.6319	4.8222	8.7128	0.6728	4.5399	1.53	2.5541	1.7552	1.4785	1.3854	1.3589	3.3228	0.3994	0.8736	1.5284	0.7179	0.3264	0.766	0.4621	1.1642	0.4444	1.1459	0.7094	0.9952	2.5454	1.9409	1.3105	2.0585	0.4334	0.8232	0.6771	0.2989	0.1569	0.9122	1.2676	1.0844	0.815	0.1961	0.3052	0.7536	1.7465	1.3931	0.0734	1.1174	6.578	0.5902	0.3866	1.0101	0.5122	2.6077
DOCK2	1.6277	2.4546	5.4481	0.9756	2.8014	2.924	2.1886	1.4245	1.5817	2.0788	2.2716	1.5832	2.1703	2.7632	1.7131	1.5772	2.5093	1.5573	1.8554	0.9066	4.3046	2.2681	1.5808	1.4989	1.1081	2.4488	3.5712	1.6976	0.583	1.7701	1.4995	5.4463	1.7537	3.6073	1.8865	2.8232	4.1171	1.8851	2.3663	2.8287	0.8335	0.518	0.5385	0.7868	0.2413	0.7242	0.7642	1.9324	0.5633	0.8811	1.0147	1.544	0.396	0.3644	1.1552	1.5336	0.6957	1.2705	0.16	0.1153	0.1492	1.9343	0.5791	2.4532	1.2952	0.3762	0.8243	1.1265	2.517	1.0035	0.6514	0.2861	1.796	0.1671	1.5445	0.8764	0.7217	1.0478
NFASC	0.8396	0.9586	1.9357	1.173	1.857	2.2429	1.8123	1.9198	0.9286	0.936	1.0654	0.8086	2.543	0.355	0.8923	1.7353	1.2463	0.6025	1.6763	2.3194	0.7963	1.6974	0.6601	1.1492	0.3242	0.9238	0.9885	5.4242	4.0663	2.0835	2.4768	0.6488	1.225	0.9985	1.3565	0.7564	1.3353	0.9037	0.7558	1.23	0.2661	0.4919	0.73	0.1325	0.0774	0.5016	0.4349	0.4458	0.4504	0.3634	0.7535	0.2573	0.4114	0.4094	0.8694	0.7987	0.3214	0.2393	0.4912	1.0802	0.1787	0.3917	0.3416	0.1974	0.3226	0.0399	0.3286	0.6675	1.8925	1.6193	0.916	0.3892	1.9478	1.8925	0.0691	0.3331	0.31	2.1814
COL5A1	3.9146	8.5936	7.7113	3.1514	8.4141	16.9442	7.1584	12.6871	3.2831	6.7291	6.2298	7.3445	8.601	3.1827	6.5249	8.7046	12.9003	3.6577	3.9623	13.5932	9.1476	9.6958	3.944	9.0889	2.7742	9.4024	7.9342	14.0927	25.3439	8.5575	12.8932	4.7149	4.3191	4.2779	5.015	5.8898	9.2965	5.91	5.9368	30.1158	12.226	56.0062	15.743	14.2498	10.8534	23.5089	12.4176	28.5284	23.306	26.6867	18.9503	36.4728	23.1456	56.5025	41.3397	82.9919	4.4485	31.6565	4.7357	4.4827	5.928	16.5884	26.9843	21.1203	23.4205	5.8002	17.6993	15.8786	92.7757	28.677	7.8769	30.5956	62.9044	12.3371	11.8739	13.334	7.1063	22.4888
LAMA2	0.7373	2.0711	1.3734	1.0608	1.9572	4.6972	4.6512	6.3011	0.7279	1.7622	2.0648	1.9167	3.8439	1.0253	1.3877	2.9735	1.9825	0.7249	1.7412	2.3912	1.889	1.2752	0.8357	1.7089	0.7956	1.8784	1.4949	3.2596	3.2346	2.3416	3.7854	1.4783	0.7177	1.3835	1.8149	1.5223	2.0934	0.8631	2.8558	2.6507	0.3454	1.2002	0.5941	0.5242	0.4631	0.8525	0.5406	0.5255	0.5097	1.0568	0.735	1.7491	0.625	0.9302	1.0408	1.3737	0.1749	0.8993	0.1276	0.257	0.2634	1.011	0.6497	0.6594	1.9757	0.2287	0.5355	0.6536	2.9113	1.0992	0.7998	0.4085	5.0513	0.1568	0.3208	0.7183	0.5536	4.9498
ADAMTS2	0.5117	1.0315	1.1023	0.6518	1.2577	3.6414	2.4907	3.497	0.5943	0.9177	0.788	0.9032	1.1881	0.8716	0.5407	1.3962	1.6536	0.4781	0.9275	1.5408	1.2416	1.0858	0.615	1.2535	0.5491	1.2525	0.8463	1.8364	1.325	0.8129	1.8747	0.8411	0.8816	0.7105	0.7204	1.364	1.0328	0.5696	0.7262	7.4834	2.9423	11.6548	1.839	4.5842	2.4072	3.417	4.1936	6.8135	6.1694	9.0777	8.174	15.4211	5.8564	12.109	7.5487	18.3518	0.544	12.1146	1.0453	0.5584	0.8277	4.1501	5.0671	2.8225	7.7935	0.8987	3.9788	4.6882	20.1368	9.3476	5.3445	7.9335	10.4476	3.1219	6.3641	3.6169	2.4169	0.9016
SPEG	0.3665	0.3085	0.3734	1.783	0.4401	9.1861	1.072	1.4144	3.2225	0.6003	1.2559	0.5716	6.9318	0.3918	0.7187	0.6613	4.1211	0.2263	1.6573	8.0603	0.4591	1.3216	0.5191	2.0776	0.8451	0.2505	0.1987	3.397	20.5562	4.7649	3.8018	0.1786	4.289	0.3065	1.074	1.6791	0.3844	0.7768	0.1837	0.4132	0.0553	0.4147	0.3593	0.0685	0.0618	0.0243	0.2853	0.0779	0.0945	0.3344	1.1129	0.4368	0.6409	0.4963	0.3553	0.8191	0.0308	0.4276	0.0432	0.1687	0.0524	0.0784	0.3036	0.0184	0.2946	0.0472	0.078	0.1736	0.4582	0.8237	0.1079	0.146	6.7776	0.0272	0.0447	0.0571	0.0336	0.9672
FLNC	2.2426	2.5149	3.8234	42.8282	3.2845	80.9413	23.5577	8.1101	26.3124	9.3716	21.7654	8.5215	187.9823	6.6989	11.6722	9.6403	76.9259	1.8541	11.4767	179.1532	4.5189	19.5494	7.2603	43.8093	30.4197	4.1025	2.555	140.9057	577.6399	87.3938	57.4816	0.9304	37.1756	3.3816	22.8006	16.3785	3.9812	13.2732	2.3702	7.507	0.7032	2.8074	5.0233	0.7206	1.0647	1.1357	0.6685	3.037	1.8335	10.1723	14.9345	4.3319	18.7915	4.0222	3.9089	12.7954	1.8572	8.626	1.2778	8.3787	0.7446	9.5409	7.6093	1.1628	4.8596	1.9088	0.7015	3.9439	6.8402	16.9196	1.7578	1.9285	52.9917	1.6227	1.0068	0.9335	0.5331	4.8937
COL7A1	0.2308	0.4065	0.5304	0.2171	0.6609	0.5903	0.6209	0.5833	0.1458	0.3833	0.3483	0.2906	0.2592	0.119	0.2877	0.5932	0.5923	0.2572	0.5987	0.3222	0.5502	0.869	0.2912	0.175	0.129	0.3672	0.4353	0.5339	0.3413	0.2052	1.2226	0.4229	0.138	0.2762	0.2127	0.5202	0.5308	0.2408	0.3275	2.1834	4.5596	19.2783	1.4881	1.2043	1.0154	1.2827	1.1699	2.1027	2.2297	4.4468	3.5107	7.1953	0.3286	5.8238	4.1623	18.801	0.3141	1.7651	0.2044	0.8341	1.1757	2.7801	1.4041	1.1094	2.89	1.918	1.6784	2.3315	15.0577	2.7103	1.8153	1.8663	1.3479	4.3802	1.5694	1.7041	0.8598	2.3491
FNDC1	0.2239	0.7185	1.3989	3.6997	1.3378	13.8173	1.4352	0.3814	2.0431	0.887	1.5499	2.2962	6.3622	1.0623	1.8848	1.2835	7.9631	0.863	0.7943	5.3871	1.2761	1.4979	0.6604	3.2041	0.77	0.8584	0.7535	5.1325	29.7537	7.0814	3.1711	0.4058	3.2669	1.0941	3.4021	3.472	2.7066	1.0563	0.565	23.9468	1.32	5.148	5.4993	2.157	0.6326	2.1784	2.0899	7.9063	3.4823	5.6723	6.2824	6.5361	4.6533	9.461	7.9212	23.542	0.1792	7.7313	1.5958	0.3806	0.5159	2.1445	8.2905	8.4529	8.9244	0.3394	3.6358	2.3405	14.9348	9.5529	2.0381	7.5327	65.8824	0.6097	2.3058	2.5474	1.1301	5.3026
COL27A1	0.1953	0.4349	0.6417	0.4201	0.5309	0.8229	0.3614	1.3096	0.2132	0.3817	0.2643	0.2712	0.5427	0.1277	0.4607	0.8686	0.8548	0.3018	0.4633	0.5863	0.3523	0.7666	0.2022	0.2221	0.1725	0.2602	0.4907	0.5839	1.2403	0.6287	1.251	0.3655	0.4289	0.2418	0.2631	0.3852	0.3495	0.2938	0.29	1.7367	1.8223	14.7675	0.9083	0.5297	0.1974	0.4167	0.8202	0.6696	0.5652	1.6291	1.224	1.1415	0.5624	1.7065	3.3316	2.1597	0.1668	0.658	1.466	3.3147	0.4054	0.7871	1.8225	0.1655	0.2602	0.1212	0.6611	2.3221	6.1467	0.5515	1.095	1.2145	2.4409	3.4594	0.4276	1.8586	0.3029	2.2997
ASPM	0.9306	1.3762	1.7831	0.4025	1.0046	1.8121	1.2085	1.9213	0.8451	0.6318	0.8707	1.1302	0.9916	1.9219	0.8103	0.7854	0.7478	0.5548	0.8397	0.5814	1.3852	0.9655	0.6383	0.7512	0.6333	0.9424	1.102	1.633	0.1655	0.9689	1.6954	1.5855	0.4163	0.6897	0.694	1.1985	1.2259	1.6039	1.7083	2.3634	2.7811	2.9901	2.9817	3.2317	3.1751	3.1597	2.3837	2.1426	2.8912	1.153	0.2282	4.2809	2.7553	1.5667	2.6404	3.064	2.3778	1.442	2.4935	2.4345	0.9901	5.4213	3.7843	3.4149	3.0415	2.0241	1.2329	0.8723	3.7903	1.2307	0.155	3.6927	2.6744	3.1837	1.7208	3.2256	1.5273	1.5513
AKAP12	1.6824	4.0687	4.0308	13.4083	3.2577	24.6136	7.9942	8.0451	4.3977	4.538	6.0145	4.9912	19.1018	2.8173	6.2924	11.9809	12.0682	1.9301	5.2312	38.526	4.9911	5.2631	2.8594	7.4039	5.9419	3.6994	3.5726	13.5096	35.2992	22.503	15.9957	1.6533	11.1721	4.7625	6.2941	6.2927	3.3614	3.5918	3.2832	10.6443	1.2676	2.7493	3.9787	5.9208	0.1804	2.2899	0.9211	2.1783	0.908	4.2329	1.2329	2.3533	3.5079	3.4975	2.6811	4.9868	0.6227	22.1658	2.3263	0.2662	0.1274	1.735	2.6842	1.1569	4.3603	0.1172	0.6005	0.8358	4.934	3.4195	0.1399	2.3108	33.9126	0.4389	0.6641	1.0094	1.2024	3.8086
BNC2	0.2727	0.3773	0.4664	0.8889	0.4061	3.1379	0.8442	0.9356	0.6776	0.3638	0.6387	0.4937	2.6078	0.2798	0.5533	0.4723	1.3855	0.2028	0.5696	3.5296	0.3813	0.4877	0.3351	0.6931	0.355	0.3319	0.3045	1.3717	5.7222	2.0671	1.2192	0.2578	1.1951	0.4079	0.6468	0.7754	0.4043	0.3373	0.3543	1.0962	0.0976	0.3293	0.2907	0.1166	0.0428	0.3505	0.1652	0.3847	0.118	0.2133	0.3086	0.4066	0.3147	0.4891	0.4129	0.9048	0.1182	0.2757	0.0514	0.0142	0.0175	0.282	0.3139	0.2099	0.255	0.0263	0.1376	0.1749	0.7938	0.3487	0.02	0.3789	4.0796	0.0379	0.16	0.1012	0.1647	0.4885
TNS1	4.3971	6.547	7.4849	20.2088	7.3278	98.5733	22.0598	16.8951	27.7743	9.384	20.3473	10.9076	89.395	7.7939	11.1603	13.975	48.9395	4.1743	20.3998	127.1463	8.3039	14.9947	7.8911	40.3456	9.9197	6.4736	4.8536	72.1159	278.7614	60.5508	46.3756	3.2229	57.8168	7.2411	21.3124	16.3914	7.7742	9.519	6.2004	13.8051	2.2634	6.857	8.0142	2.2583	0.9448	3.1425	2.1444	7.3971	2.531	7.2043	7.8214	7.4621	13.2591	7.834	7.9726	15.3813	1.0535	8.2161	2.15	0.4104	1.1621	3.719	8.6194	3.7283	6.6053	0.4805	1.9488	2.7492	11.6111	9.6593	1.5642	5.3462	73.2421	1.3553	2.1075	2.4781	1.4124	7.2751
SVIL	4.4443	6.5585	8.3991	13.6245	6.3058	51.4177	11.0015	9.5724	21.5446	6.349	16.595	6.2434	46.8283	6.9579	9.101	7.9908	29.4812	4.6744	15.5901	73.3964	5.7662	12.5654	7.1607	21.8571	6.2805	6.4031	6.4449	30.0707	127.0634	37.1587	20.1644	5.0901	27.7831	5.8387	12.4478	11.2995	6.4537	9.2106	5.7266	9.0956	4.0942	6.6914	8.2214	3.8923	5.4019	2.5776	6.444	6.1872	3.2871	3.3644	4.9991	5.3817	8.9208	3.957	6.968	11.7653	5.0953	5.5268	3.2668	5.6415	3.9678	5.777	7.4333	4.0657	5.1065	3.1844	5.6416	3.0717	7.5312	7.0069	3.1941	4.6771	36.4481	2.9854	2.7502	4.6316	3.7967	5.4792
SCN7A	0.4912	0.8396	1.1435	1.5438	1.3162	9.5024	2.6487	1.4515	3.5813	0.8023	2.0616	1.3558	9.9578	0.5395	1.636	1.3192	4.5823	0.2305	1.4927	11.5909	1.7473	1.127	1.0823	2.3182	1.2052	0.7136	0.4129	2.5385	15.5727	8.4015	3.635	0.4409	7.9834	0.5221	1.5591	1.7256	0.7606	0.7714	0.529	0.3817	0.0468	0.1581	0.2311	0.0282	0.0033	0.0056	0.035	0.018	0.0201	0.1972	0.0906	0.212	0.6467	0.0733	0.2481	0.1148	0.018	0.1036	0	0	0	0.1163	0.2227	0.0021	0.1297	0	0	0.0048	0.3013	0.0971	0.0158	0.0263	4.7293	0	0	0.0273	0.0177	0.2317
FASN	6.0417	13.2444	14.7001	6.3465	12.6299	37.0929	9.9764	36.2885	6.2645	8.5282	19.2843	14.9136	7.2308	15.059	8.2001	16.8122	18.8292	6.6292	8.294	26.7425	21.3022	16.8504	14.5643	14.3042	4.6006	14.819	12.6606	49.4475	8.0963	7.1401	16.5543	12.6636	7.7611	15.7855	11.2444	17.1651	16.3967	27.705	11.8938	20.082	39.5703	60.9354	35.7838	25.8573	35.3338	130.0494	24.5842	40.2472	60.8691	20.9376	78.5307	66.6382	26.7183	44.7368	42.5501	53.7844	23.9159	32.1896	30.5236	36.3226	199.1052	58.6588	39.1361	43.325	45.9508	67.6235	43.2752	33.7049	53.2117	74.4553	46.1508	31.898	18.9543	60.0955	36.6663	25.1492	30.0774	44.0989
GALNT17	0.2334	0.3032	0.3766	0.8217	0.5016	2.7666	0.7399	0.6618	1.8454	0.3796	0.7376	0.7727	2.4768	0.2732	0.3429	0.7448	1.9301	0.2821	0.553	3.1817	0.6893	0.5602	0.5084	1.0201	0.3872	0.3494	0.2179	1.1447	3.613	2.6965	1.7883	0.2092	2.2329	0.3828	0.8032	1.0408	0.3862	0.4149	0.1753	0.3409	0.0399	0.4778	0.365	0.1264	0.0719	0.578	0.1592	0.1127	0.4194	0.2438	0.9495	0.1419	0.3739	0.2916	1.1165	0.1491	0.1194	0.2943	0.0156	0.0222	0.1371	0.0967	0.2868	0.0469	0.1703	0.0639	0.6232	0.5955	0.3698	0.5122	0.3761	0.1385	3.9547	0.0711	0.0668	0.2352	0.0937	0.2794
SFMBT2	0.6351	1.0956	1.4628	0.4605	1.7888	1.0794	1.2994	0.7544	0.8266	0.9388	1.1444	0.8385	0.7186	1.0026	1.1055	0.7922	0.9535	0.7168	0.9834	0.6029	1.9854	0.8816	0.3974	0.7706	0.6893	0.9849	1.1938	0.9637	0.5425	0.7885	0.5989	1.7605	0.7963	0.944	0.7535	0.9687	1.518	0.8345	1.1255	1.4736	0.3935	0.3052	0.2669	0.3612	0.1776	0.2931	0.3042	0.607	0.2036	0.4065	0.1192	0.5935	0.217	0.269	0.5513	0.7214	0.2811	0.3286	0.0832	0.1131	0.0177	0.9631	0.301	0.9633	0.4702	0.1685	0.4291	0.5875	1.3104	0.2894	0.1674	0.2997	1.2373	0.122	0.551	0.3514	0.2559	0.5187
MIDEAS	5.3827	8.2028	6.043	6.7153	7.0919	5.1065	7.2732	6.3576	3.9159	7.8448	7.942	6.0038	3.9078	7.7814	6.5972	5.0952	5.6259	5.4018	4.6661	7.0904	7.1259	7.0519	7.348	6.3686	2.2838	8.8955	5.8322	6.0756	5.1666	4.756	5.5767	6.96	3.5017	6.5687	6.5533	4.8075	8.2331	7.5032	6.5267	3.9486	2.6702	3.519	2.5974	3.058	1.7029	3.6434	2.6181	2.0092	2.6355	5.2631	2.5021	4.1854	2.2183	4.1111	3.2051	3.4803	1.4844	3.5038	1.397	2.8319	3.1547	7.7893	3.6238	5.7333	2.3994	2.0157	2.9248	2.9708	2.4673	2.3015	1.3425	1.8149	3.5353	4.3397	2.9446	2.2794	2.9046	2.6137
ADAMTSL3	0.4964	0.5624	1.0503	1.125	0.85	5.9421	1.3435	0.8122	1.8106	0.6643	1.648	1.0337	6.275	0.5203	0.7899	1.3909	3.5789	0.385	1.5152	6.5891	0.8685	1.1084	0.886	2.0577	0.6789	0.6276	0.418	2.4948	11.093	4.8447	1.9282	0.25	3.3837	0.6686	1.5455	0.9189	0.647	0.7364	0.5801	1.3194	0.1134	0.2398	0.6988	0.0564	0.0164	0.3788	0.0699	0.1106	0.1403	0.1862	0.3041	0.243	0.4486	0.161	0.3992	0.2946	0.0479	0.32	0.0261	0.0278	0.0046	0.2257	0.3006	0.2078	0.4153	0.0092	0.1536	0.3616	0.3527	0.4721	0.173	0.0902	3.9895	0.0071	0.0335	0.1408	0.1352	0.8119
HELZ2	2.6414	2.9278	4.3763	2.8037	3.5638	5.9763	3.6895	4.5968	2.6712	4.0431	4.6707	3.071	2.0809	8.2378	2.8641	9.8794	2.5218	1.9276	3.1337	3.4455	8.3519	6.0094	5.3589	4.6865	1.1611	3.3878	4.9896	4.0169	1.8809	2.1272	7.102	6.0058	2.7777	4.3654	4.5027	3.9972	5.2535	6.8565	3.1352	11.7209	15.4134	21.0855	9.0261	3.8275	6.4193	6.0311	3.4706	6.7754	8.2278	8.0141	6.728	10.2313	7.7865	7.9837	18.1599	17.9952	4.3372	6.9518	3.609	17.4397	9.2567	16.9456	11.574	6.1924	16.6566	5.098	4.7718	26.8008	16.7263	12.8735	11.8754	13.614	6.2994	7.2303	11.2441	7.8401	3.6356	8.6672
ITPR1	0.3233	0.5556	1.12	0.6509	0.6381	2.2625	0.7926	1.0915	0.6153	0.5795	0.722	0.6017	2.321	0.4612	0.6763	0.8251	1.0763	0.2639	0.8221	1.9242	0.7041	0.6506	0.4061	0.6688	0.5654	0.5695	0.6133	1.4454	3.7665	1.4581	1.0383	0.6574	1.3671	0.7685	0.7219	0.8786	0.8478	0.5113	0.5726	1.4316	0.2876	0.3755	0.4302	0.2732	0.0636	0.5292	0.3556	0.6013	0.2696	0.3309	0.1729	0.4739	0.3645	0.2756	0.5733	0.5565	0.3421	0.2352	0.242	0.0971	0.1323	0.4343	0.3804	0.3424	0.4214	0.1928	0.147	0.3549	0.802	0.3736	0.0567	0.2308	2.8391	0.1709	0.4313	0.2647	0.2544	0.7836
KIF26B	0.0355	0.051	0.1533	0.1385	0.0354	0.2018	0.0616	0.0972	0.0736	0.0506	0.0555	0.0951	0.2889	0.0314	0.0747	0.0726	0.2006	0.0509	0.0403	0.1709	0.088	0.0841	0.0576	0.097	0.0191	0.0844	0.0516	0.0919	0.7687	0.2541	0.0872	0.044	0.0845	0.0583	0.0853	0.1412	0.0712	0.0906	0.0547	2.0556	0.1039	1.1066	0.5344	0.3244	0.0988	0.4079	1.9877	0.9108	0.3122	0.9544	0.6231	1.2918	0.251	1.7227	1.0564	3.0855	0.0467	1.7267	1.2036	1.795	0.3944	0.4242	0.4328	0.6569	1.1975	0.8783	0.3427	0.3101	4.4334	0.7933	0.2237	0.9944	1.1834	0.153	0.518	0.578	0.5335	2.6133
BRCA2	0.3546	0.526	0.5156	0.1392	0.4044	0.4872	0.3291	0.5893	0.254	0.2922	0.2868	0.3182	0.1681	0.5976	0.2992	0.492	0.2887	0.1887	0.3042	0.2394	0.3856	0.3498	0.1614	0.1674	0.2725	0.3995	0.3912	0.506	0.0755	0.2385	0.4938	0.4914	0.2873	0.2857	0.1823	0.3869	0.4519	0.5751	0.4979	1.1101	1.6055	2.2641	1.7072	2.9952	2.6852	1.2091	0.6085	1.7124	1.0957	0.4133	0.1252	1.5826	1.0844	1.691	1.9166	1.5869	0.8239	0.6	1.787	1.137	0.6219	2.163	0.7256	1.3982	1.9613	0.5482	1.7936	0.4737	2.1857	0.6453	0.2157	2.7312	0.8106	1.9735	1.1486	1.0412	0.8913	1.1075
MAP1A	0.7541	0.7265	1.1695	2.3084	0.6393	10.2303	2.3399	3.8495	2.0975	1.5283	2.5256	1.3167	9.7575	1.0918	1.1562	2.0999	5.0611	0.4904	1.4866	14.6034	1.5294	1.64	1.1806	3.5213	0.7741	1.2512	0.746	7.1622	32.5995	5.4573	6.9434	0.4237	2.467	1.2024	2.2083	2.2188	1.0056	1.5825	0.8752	3.0543	0.4552	1.7632	1.2099	0.4712	0.3259	1.0225	0.3888	1.3737	0.8586	1.5447	1.2646	1.7191	1.3251	1.9957	2.0359	2.6603	0.2772	1.7273	0.4226	0.4643	0.4202	0.8716	1.6211	1.1262	3.8513	0.5669	0.6565	1.0334	2.6353	1.8764	0.3314	1.3902	9.1752	0.5579	0.4195	0.4077	0.4148	2.0507
UGGT2	1.5024	1.2222	1.4322	0.9522	1.7635	1.6494	1.4091	1.988	1.4771	1.205	1.2682	1.2459	1.7879	1.1647	1.7151	1.5247	1.3542	0.9317	1.9083	1.5838	1.0086	1.6522	0.9019	1.1195	1.7388	1.216	1.1797	1.6248	1.6345	1.4822	1.3775	1.1913	1.9845	0.9635	1.0056	1.456	1.2758	1.5081	1.5018	3.4274	3.8364	3.303	5.1185	4.2057	3.5117	2.2836	2.2229	5.93	2.0807	1.5169	0.6724	2.6385	4.569	3.7661	5.1266	4.2483	2.7472	2.731	6.9786	4.6912	1.0431	2.4268	1.7982	2.8942	2.6749	1.787	1.9847	3.5328	4.3235	2.3278	0.7571	4.9041	3.6822	1.2653	1.512	3.6774	2.738	3.7445
FLNA	29.1862	46.3561	55.1937	232.4532	47.1901	603.3335	159.8913	120.2174	179.0328	75.3741	167.4615	73.2753	811.6212	74.9561	82.7011	87.2913	492.6476	27.5032	95.6241	1047.095	72.6811	141.1002	67.323	302.3886	54.6612	46.8301	41.3174	560.9875	2705.3576	528.1518	417.7409	29.4996	262.3094	54.4174	163.0094	127.8685	59.5033	88.4194	42.5345	105.7022	25.5019	96.0544	150.4404	21.5475	41.6918	33.4429	55.4903	59.7717	46.1713	108.3676	287.8711	99.1288	79.3299	92.3593	70.9774	138.5965	17.6881	263.1309	16.6359	11.9139	18.2175	66.5137	69.1816	62.1338	78.8823	16.5436	40.9324	36.8511	148.3163	168.6016	53.935	49.2399	453.2624	32.5858	73.0812	29.1582	18.1851	81.2265
AHNAK	29.2387	54.0026	63.3666	72.7488	57.427	143.5566	72.3633	75.2518	27.6675	90.529	64.7825	49.8992	90.6577	40.4982	51.8714	69.9956	68.3	26.5781	42.9565	225.3244	58.7304	73.2944	54.9381	85.8304	15.0592	64.6041	49.2776	116.1535	207.0245	101.8979	97.2054	42.3648	43.3899	47.628	60.5475	41.4563	58.3068	61.6661	49.4525	45.2839	15.7195	13.9804	25.0384	21.1193	14.4662	42.5619	13.7304	20.6558	10.1072	31.0311	8.493	47.1936	30.861	29.3793	28.0762	36.8578	18.1946	28.4221	6.4421	25.6744	14.5777	70.0437	24.812	56.8712	31.9052	15.6643	6.8046	13.1852	34.1104	10.1524	3.4204	22.9277	72.8191	8.6797	12.2186	12.3836	11.2295	26.0239
